Show Number, Air Date, Round, Category, Value, Question, Answer,,,
6125,4/8/2011,Double Jeopardy!,6 CHARACTERS IN SEARCH OF AN AUTHOR,"$1,600 ",Catherine Earnshaw,Emily Brontë,,,
6125,4/8/2011,Double Jeopardy!,SYRIA'S EATING,"$1,600 ",The leaves of mulukhiya resemble those of this vegetable; we hope Syrian kids don't turn up their noses at mulukhiya,spinach,,,
6125,4/8/2011,Double Jeopardy!,UP IN THE AIR,"$1,600 ","Pilots are leery of CAT, or clear-air this, which often occurs over mountains & around thunderstorms",turbulence,,,
6125,4/8/2011,Double Jeopardy!,ABBREV.,"$1,600 ",You can bank on it: FDIC,Federal Deposit Insurance Corporation,,,
6125,4/8/2011,Double Jeopardy!,BALLETS WE'VE NEVER ASKED ABOUT BEFORE,"$2,000 ","The 1969 ballet ""Trinity"" was inspired by the peace movement in this California university city",Berkeley,,,
6125,4/8/2011,Double Jeopardy!,BEST MOVIE QUOTES EVER!,"$2,000 ","1951: ""Nature, Mr. Allnut, is what we are put in this world to rise above""",The African Queen,,,
6125,4/8/2011,Double Jeopardy!,6 CHARACTERS IN SEARCH OF AN AUTHOR,"$2,000 ","Paul Baumer, a young German soldier",Erich Maria Remarque,,,
6125,4/8/2011,Double Jeopardy!,SYRIA'S EATING,"$2,000 ","To make eish al-Saraya or ""Syrian dessert"" you need this preparation made by steeping petals in liquid",rosewater,,,
6125,4/8/2011,Double Jeopardy!,UP IN THE AIR,"$2,000 ","From 30 to 50 miles up is this intermediate section of the atmosphere; it gets its name from the Greek for ""middle""",mesosphere,,,
6125,4/8/2011,Double Jeopardy!,ABBREV.,"$4,000 ","Like NAFTA, but farther south: CAFTA",Central American Free Trade Agreement,,,
6125,4/8/2011,Final Jeopardy!,THE METROPOLITAN MUSEUM OF ART,None,64 paintings from the Met's founding purchase are still in its collection; over 1/3 of them are from this current European nation,the Netherlands,,,
6144,5/5/2011,Jeopardy!,CINCO DE MAYO BIRTHDAYS,$200 ,"This co-author of ""Manifest Der Kommunisttischen Partei"" was born May 5, 1818",(Karl) Marx,,,
6144,5/5/2011,Jeopardy!,"SAME TITLE, DIFFERENT SONG",$200 ,"You're nuts if you don't know this title of hits by Seal, Icehouse & Patsy Cline","""Crazy""",,,
6144,5/5/2011,Jeopardy!,LOW TECH,$200 ,"A tactical formation in the form of a V, or an ""issue"" dividing an otherwise unified group",a wedge,,,
6144,5/5/2011,Jeopardy!,POLITICIANS MAKE ME CUSS,$200 ,"""For"" Michigan Republican congressman Hoekstra's ""sake!""",Pete's,,,
6144,5/5/2011,Jeopardy!,U.S. GEOGRAPHY,$200 ,"This state's largest county, San Bernardino, was divided in 1893 to form Riverside county",California,,,
6144,5/5/2011,Jeopardy!,"ALL ""AMERICAN""",$200 ,"Their publications include ""First Aid Fast"" & a ""Babysitter's Handbook""",the American Red Cross,,,
6144,5/5/2011,Jeopardy!,CINCO DE MAYO BIRTHDAYS,$400 ,"Philosopher Soren Kierkegaard was born May 5, 1813 in this capital",Copenhagen,,,
6144,5/5/2011,Jeopardy!,"SAME TITLE, DIFFERENT SONG",$400 ,"The Eagles in 1975 & The Emotions in 1977 both hit No. 1 singing about ""The Best Of"" this","""My Love""",,,
6144,5/5/2011,Jeopardy!,LOW TECH,$400 ,"Ticonderoga is no. 1 in making no. 2 these, introduced in 1913",pencils,,,
6144,5/5/2011,Jeopardy!,POLITICIANS MAKE ME CUSS,$400 ,"""For the love of"" Wyoming senator Enzi!",Mike,,,
6144,5/5/2011,Jeopardy!,U.S. GEOGRAPHY,$400 ,Leadville in the Rockies in this state is the USA's highest incorporated city,Colorado,,,
6144,5/5/2011,Jeopardy!,"ALL ""AMERICAN""",$400 ,A gorilla named Koko learned to communicate using gestures from this,American Sign Language,,,
6144,5/5/2011,Jeopardy!,CINCO DE MAYO BIRTHDAYS,$600 ,"Born May 5, 1919, Giorgios Papadopoulos became dictator of this country in 1967",Greece,,,
6144,5/5/2011,Jeopardy!,"SAME TITLE, DIFFERENT SONG",$600 ,"Robbie Nevil & B*witched had tunes called this French phrase meaning ""that's life""","""C'est La Vie""",,,
6144,5/5/2011,Jeopardy!,LOW TECH,$600 ,16 tablespoons equals one of these,a cup,,,
6144,5/5/2011,Jeopardy!,POLITICIANS MAKE ME CUSS,$600 ,"""Heavens to"" ex-New York lieutenant governor McCaughey!",Betsy,,,
6144,5/5/2011,Jeopardy!,U.S. GEOGRAPHY,$600 ,"At about 1,700 square miles, this saline lake is one of the largest lakes in the world with no outlet",the Salt Lake,,,
6144,5/5/2011,Jeopardy!,"ALL ""AMERICAN""",$600 ,In 2009 this organization that maintains the largest registry for purebred dogs celebrated its 125th anniversary,the American Kennel Club,,,
6144,5/5/2011,Jeopardy!,CINCO DE MAYO BIRTHDAYS,$800 ,This May-5 born Monty Python member & BBC travel filmmaker is a commando of the Order of the British Empire,(Michael) Palin,,,
6144,5/5/2011,Jeopardy!,"SAME TITLE, DIFFERENT SONG",$800 ,Sammy Davis Jr. in 1972 & Christina Aguilera in 2007 sang about this sweet guy,"""Candyman""",,,
6144,5/5/2011,Jeopardy!,LOW TECH,$800 ,"This brand says its ""magic"" tape is ""the original matte-finish, invisible tape""",Scotch,,,
6144,5/5/2011,Jeopardy!,POLITICIANS MAKE ME CUSS,$800 ,"""Geez"" House Rules Committee ranking Democrat Slaughter",Louise,,,
6144,5/5/2011,Jeopardy!,U.S. GEOGRAPHY,$800 ,"Nome, Alaska lies on this peninsula named for a 19th century Secretary of State",the Seward peninsula,,,
6144,5/5/2011,Jeopardy!,"ALL ""AMERICAN""",$800 ,"When Iowa farmers & their wives first saw this 1930 painting of a farm couple, many of them were downright angry",American Gothic,,,
6144,5/5/2011,Jeopardy!,CINCO DE MAYO BIRTHDAYS,"$1,000 ","A culinary foundation is named for this dean of American cookery who was born in Portland May 5, 1903",James Beard,,,
6144,5/5/2011,Jeopardy!,"SAME TITLE, DIFFERENT SONG","$1,000 ",Sticky-sweet title of no. 1s for Bobby Goldsboro in 1968 & Mariah Carey in 1997,"""Honey""",,,
6144,5/5/2011,Jeopardy!,LOW TECH,"$1,000 ","11-letter word for embroidery on canvas, with uniform spacing of stitches in a pattern",needlepoint,,,
6144,5/5/2011,Jeopardy!,POLITICIANS MAKE ME CUSS,"$1,000 ","South Carolina legislator John ""O'Goshen!""",land,,,
6144,5/5/2011,Jeopardy!,U.S. GEOGRAPHY,"$1,000 ","(<a href=""http://www.j-archive.com/media/2011-05-05_J_05.jpg"" target=""_blank"">Sarah of the Clue Crew shows a map on the monitor.</a>)  The northwest angle belongs to the U.S., although it doesn't look that way; it's the only part of the lower 48 that extends miles north of this parallel of latitude",the 49th parallel,,,
6144,5/5/2011,Jeopardy!,"ALL ""AMERICAN""",$500 ,"In 2009 the U.S. Mint issued a quarter for this territory featuring an ava bowl, a whisk & a coconut tree",American Samoa,,,
6144,5/5/2011,Double Jeopardy!,SCIENTISTS,$400 ,This man's injected dead virus vaccine inspired Albert Sabin's live-virus oral vaccine for polio,(Jonas) Salk,,,
6144,5/5/2011,Double Jeopardy!,ELIZABETH TAYLOR FILMS,$400 ,"This 1963 epic included 79 sets & 26,000 costumes",Cleopatra,,,
6144,5/5/2011,Double Jeopardy!,WHY SO BLUE?,$400 ,Utah's state tree is the blue type of this evergreen,the spruce,,,
6144,5/5/2011,Double Jeopardy!,JURY DUTY,$400 ,A deadlocked jury is this 4-letter word,hung,,,
6144,5/5/2011,Double Jeopardy!,WHEN IN ROME?,$400 ,The U.S. Fifth Army comes to town: June 4 of this year,1944,,,
6144,5/5/2011,Double Jeopardy!,EPONYMS,$400 ,This 2-word term for a skeptic refers to one of Jesus' apostles,a doubting Thomas,,,
6144,5/5/2011,Double Jeopardy!,SCIENTISTS,$800 ,"This naturalist wrote, ""for my own part I would as soon be descended from that heroic little monkey""",(Charles) Darwin,,,
6144,5/5/2011,Double Jeopardy!,ELIZABETH TAYLOR FILMS,$800 ,"Variety called it ""a horse picture"" with ""a new dramatic find-- moppet Elizabeth Taylor""",National Velvet,,,
6144,5/5/2011,Double Jeopardy!,WHY SO BLUE?,$800 ,"Seen <a href=""http://www.j-archive.com/media/2011-05-05_DJ_19.jpg"" target=""_blank"">here</a>, a Navajo bracelet features this mineral",turquoise,,,
6144,5/5/2011,Double Jeopardy!,JURY DUTY,$800 ,This type of jury charged with deciding whether there's enough evidence to try a person may have up to 23 members,a grand jury,,,
6144,5/5/2011,Double Jeopardy!,WHEN IN ROME?,$800 ,Michaelangelo paints the Sistine Chapel: this century,the 16th,,,
6144,5/5/2011,Double Jeopardy!,EPONYMS,$800 ,This big hair style is derived from the title of a mistress of Louis XV,a madame pompadour,,,
6144,5/5/2011,Double Jeopardy!,SCIENTISTS,"$1,200 ","Despite his advocacy of megadoses of vitamin c, he & his wife Ava got cancer",Linus Pauling,,,
6144,5/5/2011,Double Jeopardy!,ELIZABETH TAYLOR FILMS,"$1,200 ",Mike Todd was killed in a plane crash while Liz was making this film in which she played Maggie Pollitt,Cat on a Hot Tin Roof,,,
6144,5/5/2011,Double Jeopardy!,WHY SO BLUE?,"$1,200 ",This jeweler's blue box is a registered trademark,Tiffany,,,
6144,5/5/2011,Double Jeopardy!,JURY DUTY,"$1,200 ",The general type of this military tribunal must have at least 5 members & the defense attorney may be military or civilian,court martial,,,
6144,5/5/2011,Double Jeopardy!,WHEN IN ROME?,"$1,200 ",Mussolini becomes prime minister: this decade,the 1920s,,,
6144,5/5/2011,Double Jeopardy!,EPONYMS,"$2,400 ","To abstain from buying or doing trade with, in honor of an Irish landlord against whom such tactics were used",to boycott,,,
6144,5/5/2011,Double Jeopardy!,SCIENTISTS,"$2,000 ",This Russian's work on gastrointestinal secretions in animals earned him a Nobel prize,Pavlov,,,
6144,5/5/2011,Double Jeopardy!,ELIZABETH TAYLOR FILMS,"$1,600 ",Liz won an Oscar for her role as a battlesome wife in this adaptation of an Albee play,Who's Afraid of Virginia Woolf?,,,
6144,5/5/2011,Double Jeopardy!,WHY SO BLUE?,"$1,600 ","The vase seen <a href=""http://www.j-archive.com/media/2011-05-05_DJ_21.jpg"" target=""_blank"">here</a> is made from this semiprecious stone",lapis lazuli,,,
6144,5/5/2011,Double Jeopardy!,JURY DUTY,"$1,600 ",In the Manson trial this isolation of a jury to protect it from outside influences lasted 8 1/2 months,sequestering,,,
6144,5/5/2011,Double Jeopardy!,WHEN IN ROME?,"$1,600 ",Rome burns while an emperor relaxes in his villa at Antium: this century,1st (A.D.),,,
6144,5/5/2011,Double Jeopardy!,EPONYMS,"$1,600 ","This ancient king of Lydia, thought the wealthiest man on earth, had the Midas touch, hence the phrase ""as rich as"" him",Croesus,,,
6144,5/5/2011,Double Jeopardy!,SCIENTISTS,"$2,000 ",He discovered that the observed frequency of light waves is affected by the relative motion of the source & detector,Doppler,,,
6144,5/5/2011,Double Jeopardy!,ELIZABETH TAYLOR FILMS,"$2,000 ","James Dean, Rock Hudson & Liz formed a love triangle in this Texas-set film",Giant,,,
6144,5/5/2011,Double Jeopardy!,WHY SO BLUE?,"$2,000 ","The blue type of this game fish, M. Nigricans, has a long pointed bill",a marlin,,,
6144,5/5/2011,Double Jeopardy!,JURY DUTY,"$2,000 ","In selecting jurors, an attorney may reject some for no stated reason-- this type of challenge",a peremptory challenge,,,
6144,5/5/2011,Double Jeopardy!,WHEN IN ROME?,"$2,000 ","Charlemagne is crowned emperor by Pope Leo III: this day, 800 A.D.",Christmas,,,
6144,5/5/2011,Double Jeopardy!,EPONYMS,"$2,000 ","This flower seen <a href=""http://www.j-archive.com/media/2011-05-05_DJ_13.jpg"" target=""_blank"">here</a> is named for a German botanist",a zinnia,,,
6144,5/5/2011,Final Jeopardy!,WORLD LEADERS,None,"Shortly after he received the 1990 Nobel Peace Prize, his country ceased to exist",Mikhail Gorbachev,,,
6239,11/3/2011,Jeopardy!,I HAVE A PREPOSITION FOR YOU,$200 ,"This word meaning ""for each"" precedes annum or diem",per,,,
6239,11/3/2011,Jeopardy!,2011 MOVIES,$200 ,"In ""Rise of the Planet of the Apes"" the name of the fictional drug ALZ112 indicates it's a possible treatment for this",Alzheimer's,,,
6239,11/3/2011,Jeopardy!,GOING TO PIECES,$200 ,"This type of ""piece"" sounds like a smoking pipe, but it's an article written to flatter or glorify the subject",a puff piece,,,
6239,11/3/2011,Jeopardy!,GROUP COUNTDOWN,$200 ,"In this sporting quintet, the center is considered No. 5 when diagramming plays",a basketball team,,,
6239,11/3/2011,Jeopardy!,THE LAST BATTLE,$200 ,The Siege of Yorktown,the American Revolution,,,
6239,11/3/2011,Jeopardy!,THE NOBEL PEACE PRIZE,$200 ,"In his acceptance speech, Pres. Obama quoted this 1964 American recipient saying, ""violence never brings permanent peace""",(Martin Luther) King (Jr.),,,
6239,11/3/2011,Jeopardy!,I HAVE A PREPOSITION FOR YOU,$400 ,5-letter word meaning less by the subtraction of; don't overthink it,minus,,,
6239,11/3/2011,Jeopardy!,2011 MOVIES,$400 ,Emma Stone starred as aspiring writer Skeeter Phelan in this '60s-set drama based on a novel,The Help,,,
6239,11/3/2011,Jeopardy!,GOING TO PIECES,$400 ,"Every Christmas, the Indiana post office in the town named for him postmarks a half a million pieces of mail",Santa Claus,,,
6239,11/3/2011,Jeopardy!,GROUP COUNTDOWN,$400 ,A foursome is required to play this game where you try to win the rubber,bridge,,,
6239,11/3/2011,Jeopardy!,THE LAST BATTLE,$400 ,The Battle of New Orleans,the War of 1812,,,
6239,11/3/2011,Jeopardy!,THE NOBEL PEACE PRIZE,$400 ,"(<a href=""http://www.j-archive.com/media/2011-11-03_J_02.jpg"" target=""_blank"">Sarah of the Clue Crew presents from the Nobel Peace Prize Center in Oslo, Norway.</a>) Henry Dunant, who founded this international organization that works to relieve suffering, won a share of the <a href=""http://www.j-archive.com/media/2011-11-03_J_02a.jpg"" target=""_blank"">first</a> <a href=""http://www.j-archive.com/media/2011-11-03_J_02b.jpg"" target=""_blank"">Peace Prize</a> in 1901; since then, the organization itself has won an unprecedented three prizes",the Red Cross,,,
6239,11/3/2011,Jeopardy!,I HAVE A PREPOSITION FOR YOU,$600 ,"It's the ""A"" in the advocacy group known as MADD",Against,,,
6239,11/3/2011,Jeopardy!,2011 MOVIES,$600 ,"He was busy in 2011, with parts in ""Paul"", ""Horrible Bosses"" & ""The Change-Up""",(Jason) Bateman,,,
6239,11/3/2011,Jeopardy!,GOING TO PIECES,$600 ,"The U.S. hasn't minted these, between a penny & a nickel, since 1872",a two-cent coin,,,
6239,11/3/2011,Jeopardy!,GROUP COUNTDOWN,$600 ,"If Andy yearns for Brenda & Brenda cares about Charlene who pines for Andy, the 3 of them form one of these",a love triangle,,,
6239,11/3/2011,Jeopardy!,THE LAST BATTLE,$600 ,The Battle of the Meuse-Argonne,World War I,,,
6239,11/3/2011,Jeopardy!,THE NOBEL PEACE PRIZE,$600 ,1997's prize went in part to an international group trying to clear these from the world,land mines,,,
6239,11/3/2011,Jeopardy!,I HAVE A PREPOSITION FOR YOU,$800 ,"Neil Gaiman wrote, ""Now slip, now slide, now move unseen, above, beneath, betwixt,"" this",between,,,
6239,11/3/2011,Jeopardy!,2011 MOVIES,$800 ,"Known for his work as a Shakespearean actor, he directed ""Thor""",(Kenneth) Branagh,,,
6239,11/3/2011,Jeopardy!,GOING TO PIECES,$800 ,5-letter archaeological term for a broken scrap of earthenware,a shard,,,
6239,11/3/2011,Jeopardy!,GROUP COUNTDOWN,$800 ,"In interrogation, one officer who acts threatening & another who comes on nicer to win the suspect's trust","good cop, bad cop",,,
6239,11/3/2011,Jeopardy!,THE LAST BATTLE,"$1,000 ",The Battle of Chapultepec,the Mexican-American War,,,
6239,11/3/2011,Jeopardy!,THE NOBEL PEACE PRIZE,$800 ,"This U.N. agency, created in 1946 to aid children in Europe, won the 1965 Peace Prize",UNICEF,,,
6239,11/3/2011,Jeopardy!,I HAVE A PREPOSITION FOR YOU,"$1,000 ","It means against, & is also a prefix found before -diction",contra,,,
6239,11/3/2011,Jeopardy!,2011 MOVIES,"$1,000 ",Kate Bosworth & James Marsden star in the 2011 remake of this Sam Peckinpah film,Straw Dogs,,,
6239,11/3/2011,Jeopardy!,GOING TO PIECES,"$1,000 ","From the Latin for ""of the night"", these pensive musical pieces were popularized by Chopin & Bartok",nocturnes,,,
6239,11/3/2011,Jeopardy!,GROUP COUNTDOWN,"$1,000 ","It can mean ""one"" or a military entity like the army's Third Armored Division",unit,,,
6239,11/3/2011,Jeopardy!,THE LAST BATTLE,"$1,000 ",The Battle of Bosworth,the Wars of the Roses,,,
6239,11/3/2011,Jeopardy!,THE NOBEL PEACE PRIZE,"$1,000 ","This 1990 winner said it was ""a recognition of what we call perestroika and innovative political thinking""",Gorbachev,,,
6239,11/3/2011,Double Jeopardy!,WHO'S AFRAID OF VIRGINIA WOOLF?,$400 ,"In an essay Woolf wrote, ""A woman must have money and a"" this ""of her own... to write fiction""",a room of one's own,,,
6239,11/3/2011,Double Jeopardy!,CARBON CREDITS,$400 ,"This gas, CO, prevents hemoglobin from supplying oxygen to the body",carbon monoxide,,,
6239,11/3/2011,Double Jeopardy!,THEIR 4th TOP 40 HIT OF THE '60s,$400 ,"1964:  ""Please Please Me""",The Beatles,,,
6239,11/3/2011,Double Jeopardy!,19th CENTURY PRESIDENTS,$400 ,James K. Polk is the only president to have previously held this position in the House of Representatives,Speaker,,,
6239,11/3/2011,Double Jeopardy!,IT CAME FROM THE NEW WORLD,$400 ,"In 1604 King James I called this plant a ""perpetual stinking torment"" & ""dangerous to the lungs""; he was right",tobacco,,,
6239,11/3/2011,Double Jeopardy!,TRANSLATION EXERCISES,$400 ,"Yiddish to French: The polite ""a sheynem dank""",merci beaucoup,,,
6239,11/3/2011,Double Jeopardy!,WHO'S AFRAID OF VIRGINIA WOOLF?,$800 ,"Virginia's father Sir Leslie Stephen was earlier married to a daughter of this ""Vanity Fair"" author",Thackeray,,,
6239,11/3/2011,Double Jeopardy!,CARBON CREDITS,$800 ,This 2-word study of living things is primarily devoted to carbon compounds,organic chemistry,,,
6239,11/3/2011,Double Jeopardy!,THEIR 4th TOP 40 HIT OF THE '60s,$800 ,"1965:  ""My Girl""",The Temptations,,,
6239,11/3/2011,Double Jeopardy!,19th CENTURY PRESIDENTS,$800 ,"<a href=""http://www.j-archive.com/media/2011-11-03_DJ_14.jpg"" target=""_blank"">This</a> U.S. president was named for his great-grandfather, a signer of the Declaration of Independence",Benjamin Harrison,,,
6239,11/3/2011,Double Jeopardy!,IT CAME FROM THE NEW WORLD,$800 ,"Christopher Columbus sampled this grain in Cuba, declaring it ""most tasty boiled, roasted or ground into flour""",corn (or maize),,,
6239,11/3/2011,Double Jeopardy!,TRANSLATION EXERCISES,$800 ,"Turkish to Spanish: Relatively speaking, ""anne"" & ""baba""",madre y padre,,,
6239,11/3/2011,Double Jeopardy!,WHO'S AFRAID OF VIRGINIA WOOLF?,"$6,000 ","This 1928 title character begins as a man & ends, almost 400 years later, as a young woman (but not in Florida)",Orlando,,,
6239,11/3/2011,Double Jeopardy!,CARBON CREDITS,"$1,200 ","AKA black lead, this form of carbon has a greasy feel & is used in making lubricants",graphite,,,
